courseNo,courseTitle,year,term,primaryInstructor,aPlus,a,aMinus,bPlus,b,bMinus,cPlus,c,cMinus,dPlus,d,dMinus,f
100,Freshman Orientation,2012,Fall,"Pitt, Leonard B",0,188,0.1,0.2,21,0.3,0.4,6,0.5,0.6,1,0.7,9
100,Freshman Orientation,2013,Fall,"Pitt, Leonard B",0,222,0.0,5.0,16,0.0,5.0,4,0.0,2.0,1,0.0,9
100,Freshman Orientation,2014,Fall,"Pitt, Leonard B",0,232,11.0,3.0,11,3.0,2.0,6,1.0,0.0,2,1.0,9
100,Freshman Orientation,2015,Fall,"Pitt, Leonard B",0,234,0.0,9.0,11,4.0,0.0,10,0.0,0.0,2,2.0,4
100,Freshman Orientation,2016,Fall,"Pitt, Leonard B",0,279,0.0,5.0,11,0.0,1.0,6,0.0,0.0,3,0.0,6
100,Freshman Orientation,2017,Fall,"Pitt, Leonard B",0,258,5.0,12.0,12,4.0,3.0,3,2.0,0.0,0,1.0,4
100,Freshman Orientation,2018,Fall,"Gunter, Elsa",0,290,10.0,9.0,4,2.0,1.0,2,2.0,0.0,1,0.0,1
101,Intro Computing: Engrg & Sci,2010,Fall,"Gambill, Thomas N",49,74,68.0,67.0,56,46.0,39.0,25,16.0,9.0,6,8.0,2
101,Intro Computing: Engrg & Sci,2010,Spring,"Bhasin, Rajesh",9,13,11.0,18.0,6,9.0,2.0,6,1.0,3.0,0,0.0,0
101,Intro Computing: Engrg & Sci,2010,Spring,"Fister, Andrew E",8,16,20.0,12.0,6,4.0,3.0,3,0.0,1.0,1,0.0,3
101,Intro Computing: Engrg & Sci,2010,Spring,"Gupta, Piyush",15,11,23.0,9.0,6,6.0,1.0,1,4.0,1.0,0,0.0,2
101,Intro Computing: Engrg & Sci,2010,Spring,"Huang, Zu C",13,15,11.0,6.0,4,9.0,8.0,2,2.0,2.0,2,1.0,1
101,Intro Computing: Engrg & Sci,2010,Spring,"Shifteh Far, Saeidreza",13,12,9.0,6.0,11,7.0,0.0,5,4.0,3.0,2,0.0,3
101,Intro Computing: Engrg & Sci,2010,Spring,"Su, Lu",8,11,9.0,14.0,7,9.0,3.0,3,2.0,2.0,0,0.0,2
101,Intro Computing: Engrg & Sci,2011,Fall,"Gambill, Thomas N",115,80,49.0,47.0,41,45.0,26.0,20,14.0,8.0,7,6.0,4
101,Intro Computing: Engrg & Sci,2011,Spring,"Gambill, Thomas N",106,103,78.0,52.0,42,33.0,19.0,12,9.0,4.0,4,8.0,4
101,Intro Computing: Engrg & Sci,2012,Fall,"Gambill, Thomas N",86,61,56.0,40.0,52,41.0,36.0,30,14.0,10.0,4,4.0,15
101,Intro Computing: Engrg & Sci,2013,Fall,"Gambill, Thomas N",82,64,56.0,51.0,53,53.0,34.0,33,28.0,23.0,13,11.0,17
101,Intro Computing: Engrg & Sci,2013,Spring,"Gambill, Thomas N",104,85,71.0,67.0,44,45.0,38.0,24,22.0,14.0,5,4.0,8
101,Intro Computing: Engrg & Sci,2014,Fall,"Gambill, Thomas N",79,51,64.0,66.0,78,66.0,57.0,48,39.0,35.0,20,13.0,50
101,Intro Computing: Engrg & Sci,2014,Spring,"Gambill, Thomas N",113,74,59.0,56.0,42,37.0,33.0,29,21.0,18.0,8,8.0,23
101,Intro Computing: Engrg & Sci,2015,Fall,"Cunningham, Ryan M",7,213,76.0,83.0,142,35.0,23.0,53,12.0,0.0,26,0.0,24
101,Intro Computing: Engrg & Sci,2015,Spring,"Gambill, Thomas N",116,83,83.0,68.0,73,66.0,48.0,43,16.0,20.0,19,7.0,35
101,Intro Computing: Engrg & Sci,2016,Fall,"Davis, Neal E",93,154,124.0,67.0,72,36.0,39.0,26,11.0,10.0,15,14.0,21
101,Intro Computing: Engrg & Sci,2016,Spring,"Cunningham, Ryan M",6,341,78.0,65.0,96,14.0,13.0,33,11.0,0.0,15,0.0,16
101,Intro Computing: Engrg & Sci,2017,Fall,"Davis, Neal E",439,90,43.0,30.0,19,16.0,5.0,9,6.0,1.0,9,0.0,14
101,Intro Computing: Engrg & Sci,2017,Spring,"Davis, Neal E",239,159,72.0,61.0,44,24.0,9.0,12,9.0,7.0,2,4.0,15
101,Intro Computing: Engrg & Sci,2018,Fall,"Davis, Neal E",263,162,72.0,59.0,40,16.0,12.0,11,5.0,8.0,7,6.0,11
101,Intro Computing: Engrg & Sci,2018,Spring,"Davis, Neal E",360,128,67.0,37.0,25,14.0,16.0,12,12.0,2.0,5,3.0,8
101,Intro Computing: Engrg & Sci,2019,Spring,"Davis, Neal E",320,158,75.0,42.0,22,20.0,12.0,7,11.0,2.0,8,7.0,10
105,Intro Computing: Non-Tech,2010,Fall,"Gambill, Thomas N",45,169,102.0,71.0,119,81.0,70.0,110,19.0,5.0,11,7.0,8
105,Intro Computing: Non-Tech,2010,Spring,"Bhagath, Aditya",1,11,1.0,1.0,5,3.0,1.0,1,0.0,1.0,1,1.0,0
105,Intro Computing: Non-Tech,2010,Spring,"Charalambides, Minas",9,11,11.0,7.0,13,6.0,7.0,3,6.0,2.0,2,0.0,0
105,Intro Computing: Non-Tech,2010,Spring,"Chen, Yi-Shuan",8,20,15.0,9.0,6,3.0,5.0,5,4.0,1.0,3,1.0,1
105,Intro Computing: Non-Tech,2010,Spring,"Date, Chaitanya P",5,11,12.0,10.0,11,4.0,6.0,0,3.0,1.0,0,1.0,0
105,Intro Computing: Non-Tech,2010,Spring,"Hsiao, Christopher R",3,20,11.0,10.0,6,4.0,5.0,6,6.0,4.0,0,0.0,1
105,Intro Computing: Non-Tech,2010,Spring,"Mitchell, Damion R",4,16,9.0,8.0,6,0.0,7.0,1,6.0,2.0,1,1.0,1
105,Intro Computing: Non-Tech,2010,Spring,"Saharan, Ankit",8,15,11.0,10.0,10,3.0,1.0,3,2.0,2.0,0,1.0,1
105,Intro Computing: Non-Tech,2010,Spring,"Ved, Ankeeth S",6,15,8.0,13.0,10,6.0,6.0,5,4.0,2.0,1,1.0,0
105,Intro Computing: Non-Tech,2010,Spring,"Yuttanan, Boonrod",1,2,5.0,3.0,5,1.0,7.0,4,4.0,1.0,0,0.0,1
105,Intro Computing: Non-Tech,2010,Spring,"Zutshi, Aditya",2,9,11.0,15.0,11,6.0,8.0,3,7.0,2.0,3,1.0,3
105,Intro Computing: Non-Tech,2011,Fall,"Gambill, Thomas N",129,147,106.0,96.0,124,70.0,40.0,48,18.0,15.0,22,7.0,10
105,Intro Computing: Non-Tech,2011,Spring,"Lauterburg, Steven T",30,86,66.0,53.0,88,45.0,40.0,47,17.0,5.0,18,3.0,14
105,Intro Computing: Non-Tech,2012,Fall,"Zhao, Kai",52,193,170.0,144.0,122,62.0,45.0,34,15.0,9.0,4,1.0,2
105,Intro Computing: Non-Tech,2013,Fall,"Zhao, Kai",67,145,136.0,103.0,138,62.0,33.0,0,49.0,11.0,9,4.0,11
105,Intro Computing: Non-Tech,2013,Spring,"Zhao, Kai",59,181,86.0,84.0,80,34.0,27.0,21,5.0,7.0,4,0.0,5
105,Intro Computing: Non-Tech,2014,Fall,"Fagen, Wade A",77,169,135.0,106.0,133,67.0,36.0,45,22.0,13.0,17,2.0,14
105,Intro Computing: Non-Tech,2014,Spring,"Fagen, Wade A",35,82,62.0,70.0,59,35.0,32.0,23,8.0,7.0,5,5.0,6
105,Intro Computing: Non-Tech,2015,Fall,"Fagen, Wade A",268,237,111.0,87.0,81,36.0,22.0,12,9.0,8.0,4,1.0,9
105,Intro Computing: Non-Tech,2015,Spring,"Fagen, Wade A",60,101,61.0,40.0,52,41.0,25.0,24,10.0,6.0,2,1.0,8
105,Intro Computing: Non-Tech,2016,Fall,"Hellwig, Martin",125,191,109.0,87.0,76,25.0,15.0,8,6.0,4.0,2,1.0,11
105,Intro Computing: Non-Tech,2016,Spring,"Hellwig, Martin",161,135,86.0,49.0,34,15.0,11.0,3,4.0,1.0,1,0.0,8
105,Intro Computing: Non-Tech,2017,Fall,"Harris, Albert F",40,157,204.0,0.0,100,0.0,0.0,15,0.0,0.0,4,0.0,8
105,Intro Computing: Non-Tech,2017,Spring,"Haberman, Michael",184,130,64.0,42.0,41,21.0,11.0,14,1.0,5.0,9,1.0,21
105,Intro Computing: Non-Tech,2018,Fall,"Harris, Albert F",124,95,66.0,56.0,46,31.0,25.0,24,12.0,0.0,14,0.0,7
105,Intro Computing: Non-Tech,2018,Spring,"Harris, Albert F",43,134,115.0,60.0,45,50.0,19.0,16,20.0,0.0,18,0.0,13
105,Intro Computing: Non-Tech,2019,Spring,"Harris, Albert F",216,189,39.0,35.0,48,13.0,7.0,16,2.0,1.0,12,4.0,2
125,Intro to Computer Science,2010,Fall,"Angrave, Lawrence C",73,66,59.0,33.0,4,10.0,11.0,9,14.0,1.0,1,8.0,9
125,Intro to Computer Science,2010,Spring,"Fogla, Navin",1,6,5.0,0.0,0,2.0,1.0,2,3.0,0.0,0,2.0,2
125,Intro to Computer Science,2010,Spring,"Nagaraja, Sharat",6,16,9.0,11.0,2,7.0,8.0,4,2.0,1.0,0,0.0,0
125,Intro to Computer Science,2010,Spring,"Somnath, Nisha",5,5,4.0,1.0,2,2.0,1.0,1,3.0,2.0,0,1.0,1
125,Intro to Computer Science,2011,Fall,"Angrave, Lawrence C",70,79,73.0,33.0,16,13.0,11.0,13,12.0,0.0,7,0.0,22
125,Intro to Computer Science,2011,Spring,"Angrave, Lawrence C",27,41,31.0,26.0,4,16.0,8.0,9,10.0,0.0,8,0.0,9
125,Intro to Computer Science,2012,Fall,"Angrave, Lawrence C",36,63,81.0,41.0,37,20.0,19.0,25,22.0,0.0,11,0.0,20
125,Intro to Computer Science,2013,Fall,"Zilles, Craig",28,131,35.0,35.0,68,20.0,14.0,27,11.0,0.0,13,11.0,13
125,Intro to Computer Science,2013,Spring,"Angrave, Lawrence C",47,88,50.0,36.0,23,16.0,14.0,28,10.0,0.0,10,1.0,16
125,Intro to Computer Science,2014,Fall,"Chapman, William L",137,129,29.0,21.0,33,10.0,6.0,17,2.0,0.0,0,1.0,8
125,Intro to Computer Science,2014,Spring,"Angrave, Lawrence C",60,109,38.0,53.0,28,19.0,15.0,15,16.0,0.0,10,0.0,13
125,Intro to Computer Science,2015,Fall,"Chapman, William L",152,170,42.0,44.0,49,15.0,34.0,41,4.0,6.0,1,1.0,12
125,Intro to Computer Science,2015,Spring,"Chapman, William L",122,152,65.0,47.0,63,17.0,29.0,39,12.0,8.0,3,5.0,7
125,Intro to Computer Science,2016,Fall,"Chapman, William L",103,178,78.0,34.0,63,49.0,36.0,27,9.0,3.0,1,3.0,3
125,Intro to Computer Science,2016,Spring,"Chapman, William L",108,184,59.0,42.0,70,13.0,37.0,26,7.0,3.0,4,1.0,9
125,Intro to Computer Science,2017,Fall,"Angrave, Lawrence C",19,264,77.0,68.0,45,43.0,68.0,35,24.0,0.0,24,0.0,17
125,Intro to Computer Science,2017,Spring,"Chapman, William L",77,141,61.0,30.0,68,40.0,36.0,36,29.0,6.0,4,1.0,3
125,Intro to Computer Science,2018,Fall,"Challen, Geoffrey W",143,389,53.0,34.0,32,19.0,8.0,7,8.0,0.0,14,0.0,20
125,Intro to Computer Science,2018,Spring,"Challen, Geoffrey W",56,169,40.0,43.0,33,19.0,16.0,10,8.0,0.0,9,0.0,10
125,Intro to Computer Science,2019,Spring,"Challen, Geoffrey W",55,223,39.0,20.0,32,13.0,4.0,9,2.0,0.0,18,0.0,21
126,Software Design Studio,2016,Fall,"Zilles, Craig",4,23,0.0,3.0,1,1.0,1.0,0,1.0,0.0,0,0.0,0
126,Software Design Studio,2017,Fall,"Zilles, Craig",22,23,18.0,10.0,18,3.0,6.0,5,2.0,0.0,1,0.0,3
126,Software Design Studio,2017,Spring,"Angrave, Lawrence C",36,47,58.0,47.0,20,20.0,10.0,6,6.0,3.0,0,1.0,7
126,Software Design Studio,2018,Fall,"Evans, Graham C",6,51,23.0,9.0,8,4.0,2.0,0,0.0,0.0,0,0.0,7
126,Software Design Studio,2018,Spring,"Evans, Graham C",54,92,42.0,34.0,13,8.0,4.0,1,0.0,0.0,0,0.0,14
126,Software Design Studio,2019,Spring,"Evans, Graham C",17,116,81.0,44.0,23,9.0,2.0,4,4.0,0.0,0,0.0,13
173,Discrete Structures,2010,Fall,"Fleck, Margaret M",5,9,23.0,16.0,13,18.0,17.0,8,19.0,11.0,7,12.0,7
173,Discrete Structures,2010,Spring,"Cook, Lucas T",7,5,4.0,7.0,2,3.0,2.0,5,6.0,4.0,3,0.0,1
173,Discrete Structures,2010,Spring,"Fanek, Samer R",4,3,1.0,6.0,4,7.0,8.0,7,7.0,1.0,0,1.0,3
173,Discrete Structures,2010,Spring,"Li, Chen",0,8,5.0,3.0,5,4.0,6.0,8,5.0,3.0,3,2.0,0
173,Discrete Structures,2010,Spring,"Pittman, Lance C",3,0,3.0,2.0,4,4.0,4.0,4,0.0,2.0,2,0.0,0
173,Discrete Structures,2011,Fall,"Fleck, Margaret M",14,25,16.0,29.0,22,17.0,14.0,17,15.0,8.0,9,7.0,4
173,Discrete Structures,2011,Spring,"Fleck, Margaret M",12,30,21.0,37.0,28,18.0,30.0,26,20.0,15.0,16,4.0,30
173,Discrete Structures,2012,Fall,"Fleck, Margaret M",20,46,34.0,42.0,51,32.0,33.0,31,21.0,18.0,13,7.0,8
173,Discrete Structures,2012,Spring,"Pittman, Lance C",1,0,8.0,5.0,2,8.0,4.0,0,1.0,0.0,0,1.0,0
173,Discrete Structures,2013,Fall,"Fleck, Margaret M",18,40,29.0,43.0,40,32.0,26.0,29,25.0,8.0,8,6.0,13
173,Discrete Structures,2013,Fall,"Parthasarathy, Madhusudan",1,6,1.0,3.0,6,1.0,4.0,1,5.0,1.0,1,0.0,0
173,Discrete Structures,2013,Spring,"Fleck, Margaret M",19,57,51.0,48.0,58,37.0,31.0,30,14.0,11.0,10,8.0,9
173,Discrete Structures,2014,Fall,"Fleck, Margaret M",19,73,61.0,58.0,71,34.0,28.0,24,11.0,21.0,13,10.0,12
173,Discrete Structures,2014,Fall,"Parthasarathy, Madhusudan",0,7,4.0,4.0,7,2.0,1.0,1,0.0,2.0,1,0.0,0
173,Discrete Structures,2014,Spring,"Fleck, Margaret M",36,42,54.0,48.0,75,40.0,30.0,34,15.0,12.0,9,8.0,14
173,Discrete Structures,2015,Fall,"Fleck, Margaret M",41,86,88.0,63.0,73,53.0,36.0,26,16.0,11.0,11,5.0,3
173,Discrete Structures,2015,Spring,"Fleck, Margaret M",17,103,103.0,89.0,80,34.0,31.0,22,15.0,14.0,10,4.0,6
173,Discrete Structures,2016,Fall,"Fleck, Margaret M",21,79,81.0,66.0,71,59.0,33.0,38,12.0,14.0,9,7.0,5
173,Discrete Structures,2016,Spring,"Fleck, Margaret M",37,112,59.0,83.0,74,35.0,27.0,19,8.0,5.0,25,3.0,14
173,Discrete Structures,2017,Fall,"Fleck, Margaret M",23,91,81.0,80.0,73,57.0,32.0,37,13.0,4.0,12,9.0,10
173,Discrete Structures,2017,Spring,"Fleck, Margaret M",39,135,82.0,74.0,76,38.0,33.0,45,15.0,9.0,9,5.0,6
173,Discrete Structures,2018,Fall,"Evans, Graham C",11,42,29.0,17.0,24,20.0,12.0,6,6.0,3.0,5,1.0,5
173,Discrete Structures,2018,Fall,"Warnow, Tandy",45,38,13.0,20.0,22,13.0,11.0,7,4.0,4.0,4,4.0,4
173,Discrete Structures,2018,Spring,"Fleck, Margaret M",26,83,57.0,50.0,51,35.0,28.0,18,7.0,9.0,9,3.0,3
173,Discrete Structures,2018,Spring,"Meseguer, Jose",21,18,17.0,7.0,11,10.0,8.0,11,12.0,5.0,3,4.0,3
173,Discrete Structures,2019,Spring,"Fleck, Margaret M",13,73,59.0,78.0,45,45.0,25.0,26,7.0,9.0,9,5.0,7
173,Discrete Structures,2019,Spring,"Varodayan, David",11,30,33.0,18.0,25,14.0,21.0,17,6.0,3.0,4,5.0,5
196,Freshman Honors,2010,Fall,"Angrave, Lawrence C",31,10,4.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5
196,Freshman Honors,2010,Fall,"Kumar, Viraj",6,2,1.0,5.0,0,2.0,3.0,2,1.0,0.0,4,0.0,1
196,Freshman Honors,2010,Spring,"Gambill, Thomas N",0,47,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1
196,Freshman Honors,2011,Fall,"Angrave, Lawrence C",8,38,10.0,4.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2
196,Freshman Honors,2011,Spring,"Fleck, Margaret M",2,19,9.0,2.0,3,0.0,0.0,1,0.0,0.0,1,0.0,0
196,Freshman Honors,2012,Fall,"Angrave, Lawrence C",9,27,10.0,3.0,0,0.0,0.0,0,1.0,0.0,0,0.0,2
196,Freshman Honors,2013,Fall,"Angrave, Lawrence C",11,58,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2013,Spring,"Angrave, Lawrence C",2,11,18.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,2
196,Freshman Honors,2013,Spring,"Fleck, Margaret M",4,6,5.0,7.0,0,1.0,2.0,0,0.0,0.0,1,0.0,1
196,Freshman Honors,2014,Fall,"Chapman, William L",32,97,14.0,7.0,4,4.0,1.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2014,Spring,"Angrave, Lawrence C",13,45,1.0,1.0,0,0.0,0.0,1,0.0,0.0,0,0.0,1
196,Freshman Honors,2014,Spring,"Fleck, Margaret M",16,19,3.0,1.0,2,1.0,1.0,0,3.0,0.0,0,0.0,0
196,Freshman Honors,2015,Fall,"Chapman, William L",62,55,9.0,1.0,5,2.0,1.0,4,0.0,0.0,0,0.0,1
196,Freshman Honors,2015,Fall,"Fleck, Margaret M",8,12,5.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,1
196,Freshman Honors,2015,Spring,"Chapman, William L",26,68,23.0,6.0,5,2.0,0.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2015,Spring,"Fleck, Margaret M",3,12,6.0,6.0,3,2.0,1.0,0,1.0,0.0,0,0.0,0
196,Freshman Honors,2016,Fall,"Chapman, William L",25,89,0.0,2.0,1,0.0,0.0,4,0.0,0.0,0,0.0,0
196,Freshman Honors,2016,Fall,"Fleck, Margaret M",2,15,0.0,0.0,2,1.0,0.0,0,0.0,0.0,0,0.0,1
196,Freshman Honors,2016,Spring,"Chapman, William L",23,39,11.0,9.0,6,0.0,0.0,1,0.0,0.0,0,0.0,3
196,Freshman Honors,2016,Spring,"Fleck, Margaret M",7,6,6.0,2.0,3,0.0,0.0,0,1.0,0.0,0,0.0,0
196,Freshman Honors,2017,Fall,"Challen, Geoffrey W",7,97,29.0,14.0,7,1.0,3.0,1,2.0,0.0,0,0.0,2
196,Freshman Honors,2017,Fall,"Fleck, Margaret M",0,22,7.0,1.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2017,Spring,"Chapman, William L",4,25,11.0,8.0,2,2.0,3.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2018,Fall,"Challen, Geoffrey W",6,61,27.0,11.0,3,2.0,1.0,5,0.0,0.0,0,0.0,0
196,Freshman Honors,2018,Spring,"Challen, Geoffrey W",4,19,10.0,4.0,1,2.0,0.0,0,0.0,0.0,0,0.0,0
196,Freshman Honors,2018,Spring,"Fleck, Margaret M",1,12,6.0,2.0,1,1.0,0.0,1,0.0,0.0,0,0.0,0
196,Freshman Honors,2019,Spring,"Challen, Geoffrey W",2,10,4.0,0.0,3,0.0,0.0,0,0.0,0.0,0,1.0,1
196,Freshman Honors,2019,Spring,"Fleck, Margaret M",2,23,9.0,2.0,1,0.0,0.0,0,1.0,0.0,0,0.0,1
199,De-Bug your Brain,2017,Fall,"Angrave, Lawrence C",0,22,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,1
199,Elements of Game Design,2016,Winter,"Angrave, Lawrence C",18,4,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
199,Elements of Game Design,2017,Winter,"Shaffer, Eric G",0,29,0.0,0.0,2,0.0,0.0,1,0.0,0.0,0,0.0,3
199,Elements of Game Design,2018,Winter,"Shaffer, Eric G",20,4,2.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,1
199,Python for Data,2019,Spring,"Davis, Neal E",18,3,4.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,1
199,Real World Cases Scient Comput,2018,Fall,"Silva, Mariana T",14,33,1.0,2.0,1,1.0,0.0,0,0.0,0.0,0,0.0,1
199,Undergraduate Open Seminar,2010,Fall,"Angrave, Lawrence C",0,20,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0
199,Undergraduate Open Seminar,2011,Fall,"Angrave, Lawrence C",0,19,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,1
199,Undergraduate Open Seminar,2011,Spring,"Angrave, Lawrence C",0,21,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.0,0
199,Undergraduate Open Seminar,2012,Fall,"Angrave, Lawrence C",0,22,0.0,0.0,3,0.0,0.0,1,0.0,0.0,0,0.0,1
199,Undergraduate Open Seminar,2013,Fall,"Zilles, Craig",0,25,3.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
199,Undergraduate Open Seminar,2013,Spring,"Angrave, Lawrence C",0,36,0.0,0.0,1,0.0,0.0,2,0.0,0.0,0,0.0,4
199,Undergraduate Open Seminar,2014,Spring,"Angrave, Lawrence C",0,26,0.0,0.0,2,0.0,0.0,2,0.0,0.0,0,0.0,1
199,Undergraduate Open Seminar,2014,Spring,"Heeren, Cinda",0,9,0.0,0.0,7,0.0,0.0,6,0.0,0.0,1,0.0,1
199,Undergraduate Open Seminar,2015,Fall,"Heeren, Cinda",0,24,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0.0,0
199,Undergraduate Open Seminar,2015,Spring,"Yershova, Ganna",0,18,0.0,0.0,8,0.0,0.0,0,0.0,0.0,0,0.0,0
199,Undergraduate Open Seminar,2016,Fall,"Heeren, Cinda",0,25,5.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0
199,Undergraduate Open Seminar,2017,Spring,"Heeren, Cinda",3,20,8.0,1.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0
210,Ethical & Professional Issues,2010,Fall,"Woodbury, Marsha C",25,59,2.0,3.0,2,1.0,0.0,2,0.0,0.0,0,0.0,1
210,Ethical & Professional Issues,2010,Spring,"Loui, Michael C",0,25,17.0,6.0,1,0.0,3.0,3,0.0,0.0,0,0.0,0
210,Ethical & Professional Issues,2011,Fall,"Woodbury, Marsha C",23,45,9.0,10.0,6,0.0,0.0,2,0.0,0.0,1,0.0,0
210,Ethical & Professional Issues,2011,Spring,"Loui, Michael C",0,29,21.0,2.0,2,1.0,1.0,1,1.0,0.0,1,0.0,0
210,Ethical & Professional Issues,2012,Fall,"Woodbury, Marsha C",28,29,20.0,5.0,6,4.0,0.0,1,0.0,0.0,2,0.0,1
210,Ethical & Professional Issues,2013,Spring,"Miller, Keith W",0,46,1.0,0.0,31,1.0,0.0,8,0.0,0.0,2,0.0,0
210,Ethical & Professional Issues,2014,Fall,"Kirlik, Alex",12,89,17.0,18.0,29,2.0,2.0,9,1.0,0.0,3,1.0,1
210,Ethical & Professional Issues,2014,Spring,"Kirlik, Alex",5,56,21.0,54.0,23,2.0,3.0,5,1.0,2.0,3,6.0,0
210,Ethical & Professional Issues,2015,Fall,"Cunningham, Ryan M",3,106,32.0,10.0,21,5.0,1.0,3,0.0,0.0,1,0.0,2
210,Ethical & Professional Issues,2015,Spring,"Cunningham, Ryan M",6,111,29.0,33.0,42,8.0,6.0,17,2.0,1.0,1,0.0,2
210,Ethical & Professional Issues,2016,Fall,"Cunningham, Ryan M",8,128,17.0,16.0,15,4.0,1.0,3,0.0,0.0,1,0.0,1
210,Ethical & Professional Issues,2016,Spring,"Cunningham, Ryan M",3,81,25.0,18.0,35,8.0,8.0,6,1.0,0.0,1,0.0,3
210,Ethical & Professional Issues,2017,Fall,"Cunningham, Ryan M",32,90,15.0,5.0,12,1.0,1.0,4,1.0,0.0,1,0.0,6
210,Ethical & Professional Issues,2017,Spring,"Cunningham, Ryan M",10,108,20.0,3.0,12,2.0,2.0,0,1.0,0.0,0,0.0,2
210,Ethical & Professional Issues,2018,Fall,"Cunningham, Ryan M",27,87,16.0,6.0,7,0.0,0.0,0,0.0,0.0,2,0.0,0
210,Ethical & Professional Issues,2018,Spring,"Cunningham, Ryan M",49,71,5.0,5.0,10,1.0,0.0,2,0.0,0.0,1,0.0,1
210,Ethical & Professional Issues,2019,Spring,"Cunningham, Ryan M",4,76,14.0,14.0,14,0.0,4.0,2,0.0,0.0,1,0.0,1
225,Data Structures,2010,Fall,"Heeren, Cinda",4,69,13.0,17.0,65,5.0,5.0,38,14.0,0.0,22,0.0,12
225,Data Structures,2010,Spring,"Earls, John C",1,12,3.0,4.0,16,2.0,2.0,9,0.0,0.0,5,0.0,0
225,Data Structures,2010,Spring,"Karahan, Ibrahim",0,10,1.0,2.0,9,1.0,2.0,12,0.0,0.0,5,0.0,9
225,Data Structures,2010,Spring,"Kassa, Debessay F",0,5,0.0,2.0,7,1.0,0.0,6,0.0,0.0,0,0.0,4
225,Data Structures,2010,Spring,"Singh, Varun K",0,5,2.0,1.0,2,1.0,1.0,5,0.0,0.0,5,0.0,1
225,Data Structures,2011,Fall,"Heeren, Cinda",3,101,20.0,19.0,72,16.0,21.0,34,17.0,0.0,10,0.0,12
225,Data Structures,2011,Spring,"Heeren, Cinda",0,72,35.0,12.0,49,11.0,9.0,14,5.0,0.0,18,0.0,7
225,Data Structures,2012,Fall,"Heeren, Cinda",3,109,58.0,23.0,70,14.0,13.0,39,0.0,0.0,21,0.0,21
225,Data Structures,2012,Spring,"Toole, John D",1,12,6.0,4.0,8,2.0,3.0,4,5.0,0.0,3,0.0,7
225,Data Structures,2013,Fall,"Heeren, Cinda",5,165,61.0,24.0,61,42.0,23.0,30,13.0,0.0,21,0.0,14
225,Data Structures,2013,Spring,"Heeren, Cinda",15,77,75.0,22.0,49,25.0,17.0,56,0.0,0.0,33,0.0,22
225,Data Structures,2014,Fall,"Heeren, Cinda",6,145,48.0,32.0,76,29.0,29.0,37,10.0,0.0,50,0.0,31
225,Data Structures,2014,Spring,"Heeren, Cinda",5,160,44.0,56.0,74,39.0,32.0,40,12.0,0.0,42,0.0,24
225,Data Structures,2015,Fall,"Heeren, Cinda",8,175,84.0,49.0,95,32.0,29.0,46,15.0,0.0,32,0.0,23
225,Data Structures,2015,Spring,"Heeren, Cinda",52,145,109.0,64.0,47,26.0,28.0,23,10.0,14.0,10,0.0,17
225,Data Structures,2016,Fall,"Heeren, Cinda",26,296,87.0,54.0,73,25.0,30.0,47,0.0,0.0,35,0.0,28
225,Data Structures,2016,Spring,"Heeren, Cinda",16,210,83.0,40.0,76,24.0,20.0,42,0.0,0.0,30,0.0,23
225,Data Structures,2016,Spring,"Yershova, Ganna",0,17,14.0,5.0,10,6.0,1.0,6,0.0,0.0,5,0.0,7
225,Data Structures,2017,Fall,"Fagen-Ulmschnei, Wade A",235,87,54.0,46.0,57,33.0,28.0,42,17.0,24.0,23,28.0,30
225,Data Structures,2017,Spring,"Heeren, Cinda",19,312,55.0,39.0,53,27.0,16.0,44,0.0,0.0,56,0.0,48
225,Data Structures,2018,Fall,"Fagen-Ulmschnei, Wade A",25,408,41.0,45.0,44,22.0,28.0,22,15.0,6.0,9,11.0,21
225,Data Structures,2018,Spring,"Fagen-Ulmschnei, Wade A",19,312,41.0,32.0,43,33.0,15.0,24,12.0,7.0,13,17.0,39
